,Entity,Code,Date,New tests per thousand
3323,South Africa,ZAF,"May 10, 2020",0.29100000000000004
3324,South Africa,ZAF,"May 11, 2020",0.248
3325,South Africa,ZAF,"May 12, 2020",0.23
3326,South Korea,KOR,"Jan 22, 2020",0.0
3327,South Korea,KOR,"Jan 27, 2020",0.0
3328,South Korea,KOR,"Jan 28, 2020",0.003
3329,South Korea,KOR,"Feb 2, 2020",0.001
3330,South Korea,KOR,"Feb 5, 2020",0.002
3331,South Korea,KOR,"Feb 6, 2020",0.003
3332,South Korea,KOR,"Feb 7, 2020",0.005
3333,South Korea,KOR,"Feb 8, 2020",0.011000000000000001
3334,South Korea,KOR,"Feb 9, 2020",0.012
3335,South Korea,KOR,"Feb 10, 2020",0.009000000000000001
3336,South Korea,KOR,"Feb 11, 2020",0.017
3337,South Korea,KOR,"Feb 12, 2020",0.027999999999999997
3338,South Korea,KOR,"Feb 13, 2020",0.013999999999999999
3339,South Korea,KOR,"Feb 14, 2020",0.021
3340,South Korea,KOR,"Feb 15, 2020",0.013000000000000001
3341,South Korea,KOR,"Feb 16, 2020",0.008
3342,South Korea,KOR,"Feb 17, 2020",0.005
3343,South Korea,KOR,"Feb 18, 2020",0.021
3344,South Korea,KOR,"Feb 19, 2020",0.022000000000000002
3345,South Korea,KOR,"Feb 20, 2020",0.034
3346,South Korea,KOR,"Feb 21, 2020",0.052000000000000005
3347,South Korea,KOR,"Feb 22, 2020",0.094
3348,South Korea,KOR,"Feb 23, 2020",0.059000000000000004
3349,South Korea,KOR,"Feb 24, 2020",0.11699999999999999
3350,South Korea,KOR,"Feb 25, 2020",0.158
3351,South Korea,KOR,"Feb 26, 2020",0.184
3352,South Korea,KOR,"Feb 27, 2020",0.231
3353,South Korea,KOR,"Feb 28, 2020",0.253
3354,South Korea,KOR,"Feb 29, 2020",0.28800000000000003
3355,South Korea,KOR,"Mar 1, 2020",0.22
3356,South Korea,KOR,"Mar 2, 2020",0.24600000000000002
3357,South Korea,KOR,"Mar 3, 2020",0.317
3358,South Korea,KOR,"Mar 4, 2020",0.212
3359,South Korea,KOR,"Mar 5, 2020",0.192
3360,South Korea,KOR,"Mar 6, 2020",0.355
3361,South Korea,KOR,"Mar 7, 2020",0.262
3362,South Korea,KOR,"Mar 8, 2020",0.201
3363,South Korea,KOR,"Mar 9, 2020",0.158
3364,South Korea,KOR,"Mar 10, 2020",0.264
3365,South Korea,KOR,"Mar 11, 2020",0.239
3366,South Korea,KOR,"Mar 12, 2020",0.24600000000000002
3367,South Korea,KOR,"Mar 13, 2020",0.266
3368,South Korea,KOR,"Mar 14, 2020",0.247
3369,South Korea,KOR,"Mar 15, 2020",0.134
3370,South Korea,KOR,"Mar 16, 2020",0.12300000000000001
3371,South Korea,KOR,"Mar 17, 2020",0.23800000000000002
3372,South Korea,KOR,"Mar 18, 2020",0.174
3373,South Korea,KOR,"Mar 19, 2020",0.222
3374,South Korea,KOR,"Mar 20, 2020",0.188
3375,South Korea,KOR,"Mar 21, 2020",0.212
3376,South Korea,KOR,"Mar 22, 2020",0.083
3377,South Korea,KOR,"Mar 23, 2020",0.122
3378,South Korea,KOR,"Mar 24, 2020",0.20600000000000002
3379,South Korea,KOR,"Mar 25, 2020",0.182
3380,South Korea,KOR,"Mar 26, 2020",0.13699999999999998
3381,South Korea,KOR,"Mar 27, 2020",0.23399999999999999
3382,South Korea,KOR,"Mar 28, 2020",0.214
3383,South Korea,KOR,"Mar 29, 2020",0.121
3384,South Korea,KOR,"Mar 30, 2020",0.021
3385,South Korea,KOR,"Mar 31, 2020",0.3
3386,South Korea,KOR,"Apr 1, 2020",0.214
3387,South Korea,KOR,"Apr 2, 2020",0.19899999999999998
3388,South Korea,KOR,"Apr 3, 2020",0.225
3389,South Korea,KOR,"Apr 4, 2020",0.22899999999999998
3390,South Korea,KOR,"Apr 5, 2020",0.121
3391,South Korea,KOR,"Apr 6, 2020",0.109
3392,South Korea,KOR,"Apr 7, 2020",0.205
3393,South Korea,KOR,"Apr 8, 2020",0.17
3394,South Korea,KOR,"Apr 9, 2020",0.17
3395,South Korea,KOR,"Apr 10, 2020",0.163
3396,South Korea,KOR,"Apr 11, 2020",0.145
3397,South Korea,KOR,"Apr 12, 2020",0.081
3398,South Korea,KOR,"Apr 13, 2020",0.08
3399,South Korea,KOR,"Apr 14, 2020",0.17
3400,South Korea,KOR,"Apr 15, 2020",0.139
3401,South Korea,KOR,"Apr 16, 2020",0.08199999999999999
3402,South Korea,KOR,"Apr 17, 2020",0.15
3403,South Korea,KOR,"Apr 18, 2020",0.163
3404,South Korea,KOR,"Apr 19, 2020",0.083
3405,South Korea,KOR,"Apr 20, 2020",0.077
3406,South Korea,KOR,"Apr 21, 2020",0.156
3407,South Korea,KOR,"Apr 22, 2020",0.135
3408,South Korea,KOR,"Apr 23, 2020",0.11699999999999999
3409,South Korea,KOR,"Apr 24, 2020",0.10800000000000001
3410,South Korea,KOR,"Apr 25, 2020",0.11
3411,South Korea,KOR,"Apr 26, 2020",0.061
3412,South Korea,KOR,"Apr 27, 2020",0.066
3413,South Korea,KOR,"Apr 28, 2020",0.134
3414,South Korea,KOR,"Apr 29, 2020",0.111
3415,South Korea,KOR,"Apr 30, 2020",0.111
3416,South Korea,KOR,"May 1, 2020",0.062
3417,South Korea,KOR,"May 2, 2020",0.08800000000000001
3418,South Korea,KOR,"May 3, 2020",0.067
3419,South Korea,KOR,"May 4, 2020",0.057999999999999996
3420,South Korea,KOR,"May 5, 2020",0.12300000000000001
3421,South Korea,KOR,"May 6, 2020",0.055999999999999994
3422,South Korea,KOR,"May 7, 2020",0.12300000000000001
3423,South Korea,KOR,"May 8, 2020",0.107
3424,South Korea,KOR,"May 9, 2020",0.10099999999999999
3425,South Korea,KOR,"May 10, 2020",0.075
3426,South Korea,KOR,"May 11, 2020",0.09
3427,South Korea,KOR,"May 12, 2020",0.242
3428,Switzerland,CHE,"Jan 24, 2020",0.0
3429,Switzerland,CHE,"Jan 27, 2020",0.001
3430,Switzerland,CHE,"Jan 28, 2020",0.002
3431,Switzerland,CHE,"Jan 29, 2020",0.003
3432,Switzerland,CHE,"Jan 30, 2020",0.004
3433,Switzerland,CHE,"Jan 31, 2020",0.003
3434,Switzerland,CHE,"Feb 1, 2020",0.002
3435,Switzerland,CHE,"Feb 2, 2020",0.002
3436,Switzerland,CHE,"Feb 3, 2020",0.002
3437,Switzerland,CHE,"Feb 4, 2020",0.003
3438,Switzerland,CHE,"Feb 5, 2020",0.002
3439,Switzerland,CHE,"Feb 6, 2020",0.001
3440,Switzerland,CHE,"Feb 7, 2020",0.001
3441,Switzerland,CHE,"Feb 8, 2020",0.001
3442,Switzerland,CHE,"Feb 9, 2020",0.001
3443,Switzerland,CHE,"Feb 10, 2020",0.001
3444,Switzerland,CHE,"Feb 11, 2020",0.002
3445,Switzerland,CHE,"Feb 12, 2020",0.002
3446,Switzerland,CHE,"Feb 13, 2020",0.002
3447,Switzerland,CHE,"Feb 14, 2020",0.001
3448,Switzerland,CHE,"Feb 15, 2020",0.001
3449,Switzerland,CHE,"Feb 16, 2020",0.001
3450,Switzerland,CHE,"Feb 18, 2020",0.001
3451,Switzerland,CHE,"Feb 19, 2020",0.001
3452,Switzerland,CHE,"Feb 20, 2020",0.001
3453,Switzerland,CHE,"Feb 21, 2020",0.001
3454,Switzerland,CHE,"Feb 23, 2020",0.0
3455,Switzerland,CHE,"Feb 24, 2020",0.002
3456,Switzerland,CHE,"Feb 25, 2020",0.01
3457,Switzerland,CHE,"Feb 26, 2020",0.019
3458,Switzerland,CHE,"Feb 27, 2020",0.026000000000000002
3459,Switzerland,CHE,"Feb 28, 2020",0.034
3460,Switzerland,CHE,"Feb 29, 2020",0.077
3461,Switzerland,CHE,"Mar 1, 2020",0.042
3462,Switzerland,CHE,"Mar 2, 2020",0.047
3463,Switzerland,CHE,"Mar 3, 2020",0.069
3464,Switzerland,CHE,"Mar 4, 2020",0.084
3465,Switzerland,CHE,"Mar 5, 2020",0.077
3466,Switzerland,CHE,"Mar 6, 2020",0.11199999999999999
3467,Switzerland,CHE,"Mar 7, 2020",0.084
3468,Switzerland,CHE,"Mar 8, 2020",0.085
3469,Switzerland,CHE,"Mar 9, 2020",0.182
3470,Switzerland,CHE,"Mar 10, 2020",0.243
3471,Switzerland,CHE,"Mar 11, 2020",0.301
3472,Switzerland,CHE,"Mar 12, 2020",0.532
3473,Switzerland,CHE,"Mar 13, 2020",0.5329999999999999
3474,Switzerland,CHE,"Mar 14, 2020",0.574
3475,Switzerland,CHE,"Mar 15, 2020",0.322
3476,Switzerland,CHE,"Mar 16, 2020",0.599
3477,Switzerland,CHE,"Mar 17, 2020",1.033
3478,Switzerland,CHE,"Mar 18, 2020",1.181
3479,Switzerland,CHE,"Mar 19, 2020",1.103
3480,Switzerland,CHE,"Mar 20, 2020",0.938
3481,Switzerland,CHE,"Mar 21, 2020",0.718
3482,Switzerland,CHE,"Mar 22, 2020",0.419
3483,Switzerland,CHE,"Mar 23, 2020",0.703
3484,Switzerland,CHE,"Mar 24, 2020",0.672
3485,Switzerland,CHE,"Mar 25, 2020",0.851
3486,Switzerland,CHE,"Mar 26, 2020",0.955
3487,Switzerland,CHE,"Mar 27, 2020",0.82
3488,Switzerland,CHE,"Mar 28, 2020",0.6679999999999999
3489,Switzerland,CHE,"Mar 29, 2020",0.39299999999999996
3490,Switzerland,CHE,"Mar 30, 2020",0.484
3491,Switzerland,CHE,"Mar 31, 2020",0.7809999999999999
3492,Switzerland,CHE,"Apr 1, 2020",0.7809999999999999
3493,Switzerland,CHE,"Apr 2, 2020",0.825
3494,Switzerland,CHE,"Apr 3, 2020",0.7559999999999999
3495,Switzerland,CHE,"Apr 4, 2020",0.621
3496,Switzerland,CHE,"Apr 5, 2020",0.426
3497,Switzerland,CHE,"Apr 6, 2020",0.45799999999999996
3498,Switzerland,CHE,"Apr 7, 2020",0.753
3499,Switzerland,CHE,"Apr 8, 2020",0.778
3500,Switzerland,CHE,"Apr 9, 2020",0.7070000000000001
3501,Switzerland,CHE,"Apr 10, 2020",0.48700000000000004
3502,Switzerland,CHE,"Apr 11, 2020",0.332
3503,Switzerland,CHE,"Apr 12, 2020",0.281
3504,Switzerland,CHE,"Apr 13, 2020",0.256
3505,Switzerland,CHE,"Apr 14, 2020",0.48
3506,Switzerland,CHE,"Apr 15, 2020",0.637
3507,Switzerland,CHE,"Apr 16, 2020",0.5920000000000001
3508,Switzerland,CHE,"Apr 17, 2020",0.537
3509,Switzerland,CHE,"Apr 18, 2020",0.441
3510,Switzerland,CHE,"Apr 19, 2020",0.264
3511,Switzerland,CHE,"Apr 20, 2020",0.379
3512,Switzerland,CHE,"Apr 21, 2020",0.5670000000000001
3513,Switzerland,CHE,"Apr 22, 2020",0.5429999999999999
3514,Switzerland,CHE,"Apr 23, 2020",0.525
3515,Switzerland,CHE,"Apr 24, 2020",0.56
3516,Switzerland,CHE,"Apr 25, 2020",0.47700000000000004
3517,Switzerland,CHE,"Apr 26, 2020",0.278
3518,Switzerland,CHE,"Apr 27, 2020",0.424
3519,Switzerland,CHE,"Apr 28, 2020",0.637
3520,Switzerland,CHE,"Apr 29, 2020",0.675
3521,Switzerland,CHE,"Apr 30, 2020",0.5589999999999999
3522,Switzerland,CHE,"May 1, 2020",0.516
3523,Switzerland,CHE,"May 2, 2020",0.36700000000000005
3524,Switzerland,CHE,"May 3, 2020",0.298
3525,Switzerland,CHE,"May 4, 2020",0.436
3526,Switzerland,CHE,"May 5, 2020",0.68
3527,Switzerland,CHE,"May 6, 2020",0.614
3528,Switzerland,CHE,"May 7, 2020",0.541
3529,Switzerland,CHE,"May 8, 2020",0.49200000000000005
3530,Switzerland,CHE,"May 9, 2020",0.36200000000000004
3531,Switzerland,CHE,"May 10, 2020",0.16399999999999998
3532,Switzerland,CHE,"May 11, 2020",0.289
3533,Taiwan,TWN,"Mar 7, 2020",0.013000000000000001
3534,Taiwan,TWN,"Mar 8, 2020",0.013000000000000001
3535,Taiwan,TWN,"Mar 9, 2020",0.02
3536,Taiwan,TWN,"Mar 10, 2020",0.013999999999999999
3537,Taiwan,TWN,"Mar 11, 2020",0.019
3538,Taiwan,TWN,"Mar 12, 2020",0.027999999999999997
3539,Taiwan,TWN,"Mar 13, 2020",0.019
3540,Taiwan,TWN,"Mar 14, 2020",0.016
3541,Taiwan,TWN,"Mar 15, 2020",0.013000000000000001
3542,Taiwan,TWN,"Mar 16, 2020",0.03
3543,Taiwan,TWN,"Mar 17, 2020",0.037000000000000005
3544,Taiwan,TWN,"Mar 18, 2020",0.05
3545,Taiwan,TWN,"Mar 19, 2020",0.057
3546,Taiwan,TWN,"Mar 20, 2020",0.057
3547,Taiwan,TWN,"Mar 21, 2020",0.045
3548,Taiwan,TWN,"Mar 22, 2020",0.034
3549,Taiwan,TWN,"Mar 23, 2020",0.048
3550,Taiwan,TWN,"Mar 24, 2020",0.038
3551,Taiwan,TWN,"Mar 25, 2020",0.037000000000000005
3552,Taiwan,TWN,"Mar 26, 2020",0.040999999999999995
3553,Taiwan,TWN,"Mar 27, 2020",0.037000000000000005
3554,Taiwan,TWN,"Mar 28, 2020",0.022000000000000002
3555,Taiwan,TWN,"Mar 29, 2020",0.036000000000000004
3556,Taiwan,TWN,"Mar 30, 2020",0.043
3557,Taiwan,TWN,"Mar 31, 2020",0.039
3558,Taiwan,TWN,"Apr 1, 2020",0.042
3559,Taiwan,TWN,"Apr 2, 2020",0.035
3560,Taiwan,TWN,"Apr 3, 2020",0.037000000000000005
3561,Taiwan,TWN,"Apr 4, 2020",0.036000000000000004
3562,Taiwan,TWN,"Apr 5, 2020",0.038
3563,Taiwan,TWN,"Apr 6, 2020",0.075
3564,Taiwan,TWN,"Apr 7, 2020",0.071
3565,Taiwan,TWN,"Apr 8, 2020",0.068
3566,Taiwan,TWN,"Apr 9, 2020",0.066
3567,Taiwan,TWN,"Apr 10, 2020",0.066
3568,Taiwan,TWN,"Apr 11, 2020",0.046
3569,Taiwan,TWN,"Apr 12, 2020",0.027999999999999997
3570,Taiwan,TWN,"Apr 13, 2020",0.055999999999999994
3571,Taiwan,TWN,"Apr 14, 2020",0.05
3572,Taiwan,TWN,"Apr 15, 2020",0.04
3573,Taiwan,TWN,"Apr 16, 2020",0.038
3574,Taiwan,TWN,"Apr 17, 2020",0.035
3575,Taiwan,TWN,"Apr 18, 2020",0.024
3576,Taiwan,TWN,"Apr 19, 2020",0.026000000000000002
3577,Taiwan,TWN,"Apr 20, 2020",0.077
3578,Taiwan,TWN,"Apr 21, 2020",0.057999999999999996
3579,Taiwan,TWN,"Apr 22, 2020",0.048
3580,Taiwan,TWN,"Apr 23, 2020",0.043
3581,Taiwan,TWN,"Apr 24, 2020",0.034
3582,Taiwan,TWN,"Apr 25, 2020",0.026000000000000002
3583,Taiwan,TWN,"Apr 26, 2020",0.021
3584,Taiwan,TWN,"Apr 27, 2020",0.031
3585,Taiwan,TWN,"Apr 28, 2020",0.028999999999999998
3586,Taiwan,TWN,"Apr 29, 2020",0.02
3587,Taiwan,TWN,"Apr 30, 2020",0.021
3588,Taiwan,TWN,"May 1, 2020",0.016
3589,Taiwan,TWN,"May 2, 2020",0.016
3590,Taiwan,TWN,"May 3, 2020",0.013999999999999999
3591,Taiwan,TWN,"May 4, 2020",0.022000000000000002
3592,Taiwan,TWN,"May 5, 2020",0.026000000000000002
3593,Taiwan,TWN,"May 6, 2020",0.019
3594,Taiwan,TWN,"May 7, 2020",0.017
3595,Taiwan,TWN,"May 8, 2020",0.017
3596,Taiwan,TWN,"May 9, 2020",0.011000000000000001
3597,Taiwan,TWN,"May 10, 2020",0.011000000000000001
3598,Taiwan,TWN,"May 11, 2020",0.015
3599,Thailand,THA,"Mar 4, 2020",0.003
3600,Thailand,THA,"Mar 5, 2020",0.002
3601,Thailand,THA,"Mar 6, 2020",0.003
3602,Thailand,THA,"Mar 7, 2020",0.002
3603,Thailand,THA,"Mar 8, 2020",0.002
3604,Thailand,THA,"Mar 9, 2020",0.002
3605,Thailand,THA,"Mar 10, 2020",0.002
3606,Thailand,THA,"Mar 11, 2020",0.006
3607,Thailand,THA,"Mar 12, 2020",0.004
3608,Thailand,THA,"Mar 13, 2020",0.003
3609,Thailand,THA,"Mar 16, 2020",0.006999999999999999
3610,Thailand,THA,"Mar 19, 2020",0.008
3611,Thailand,THA,"Mar 20, 2020",0.013000000000000001
3612,Thailand,THA,"Mar 21, 2020",0.01
3613,Thailand,THA,"Mar 22, 2020",0.008
3614,Thailand,THA,"Mar 23, 2020",0.013000000000000001
3615,Thailand,THA,"Mar 24, 2020",0.017
3616,Thailand,THA,"Mar 25, 2020",0.013999999999999999
3617,Thailand,THA,"Mar 26, 2020",0.018000000000000002
3618,Thailand,THA,"Mar 27, 2020",0.017
3619,Thailand,THA,"Mar 28, 2020",0.01
3620,Thailand,THA,"Mar 29, 2020",0.009000000000000001
3621,Thailand,THA,"Mar 30, 2020",0.013000000000000001
3622,Thailand,THA,"Mar 31, 2020",0.02
3623,Thailand,THA,"Apr 1, 2020",0.013000000000000001
3624,Thailand,THA,"Apr 2, 2020",0.021
3625,Thailand,THA,"Apr 3, 2020",0.017
3626,Thailand,THA,"Apr 4, 2020",0.012
3627,Thailand,THA,"Apr 5, 2020",0.009000000000000001
3628,Thailand,THA,"Apr 6, 2020",0.011000000000000001
3629,Thailand,THA,"Apr 7, 2020",0.017
3630,Thailand,THA,"Apr 8, 2020",0.024
3631,Thailand,THA,"Apr 9, 2020",0.026000000000000002
3632,Thailand,THA,"Apr 10, 2020",0.021
3633,Thailand,THA,"Apr 11, 2020",0.012
3634,Thailand,THA,"Apr 12, 2020",0.013999999999999999
3635,Thailand,THA,"Apr 13, 2020",0.013999999999999999
3636,Thailand,THA,"Apr 14, 2020",0.01
3637,Thailand,THA,"Apr 15, 2020",0.015
3638,Thailand,THA,"Apr 16, 2020",0.013999999999999999
3639,Thailand,THA,"Apr 20, 2020",0.019
3640,Thailand,THA,"Apr 21, 2020",0.026000000000000002
3641,Thailand,THA,"Apr 26, 2020",0.022000000000000002
3642,Thailand,THA,"Apr 27, 2020",0.032
3643,Thailand,THA,"Apr 28, 2020",0.035
3644,Thailand,THA,"Apr 29, 2020",0.059000000000000004
3645,Thailand,THA,"Apr 30, 2020",0.062
3646,Thailand,THA,"May 1, 2020",0.06
3647,Thailand,THA,"May 2, 2020",0.032
3648,Thailand,THA,"May 3, 2020",0.036000000000000004
3649,Thailand,THA,"May 4, 2020",0.05
3650,Thailand,THA,"May 5, 2020",0.055
3651,Thailand,THA,"May 6, 2020",0.053
3652,Thailand,THA,"May 7, 2020",0.05
3653,Thailand,THA,"May 8, 2020",0.055
3654,Thailand,THA,"May 9, 2020",0.048
3655,Thailand,THA,"May 10, 2020",0.049
3656,Thailand,THA,"May 11, 2020",0.049
3716,Turkey,TUR,"Mar 19, 2020",0.023
3717,Turkey,TUR,"Mar 20, 2020",0.043
3718,Turkey,TUR,"Mar 21, 2020",0.035
3719,Turkey,TUR,"Mar 22, 2020",0.021
3720,Turkey,TUR,"Mar 23, 2020",0.044000000000000004
3721,Turkey,TUR,"Mar 24, 2020",0.047
3722,Turkey,TUR,"Mar 25, 2020",0.06
3723,Turkey,TUR,"Mar 26, 2020",0.086
3724,Turkey,TUR,"Mar 27, 2020",0.08900000000000001
3725,Turkey,TUR,"Mar 28, 2020",0.091
3726,Turkey,TUR,"Mar 29, 2020",0.11800000000000001
3727,Turkey,TUR,"Mar 30, 2020",0.13699999999999998
3728,Turkey,TUR,"Mar 31, 2020",0.183
3729,Turkey,TUR,"Apr 1, 2020",0.171
3730,Turkey,TUR,"Apr 2, 2020",0.222
3731,Turkey,TUR,"Apr 3, 2020",0.192
3732,Turkey,TUR,"Apr 4, 2020",0.233
3733,Turkey,TUR,"Apr 5, 2020",0.23800000000000002
3734,Turkey,TUR,"Apr 6, 2020",0.254
3735,Turkey,TUR,"Apr 7, 2020",0.309
3736,Turkey,TUR,"Apr 8, 2020",0.22399999999999998
3737,Turkey,TUR,"Apr 9, 2020",0.33899999999999997
3738,Turkey,TUR,"Apr 10, 2020",0.366
3739,Turkey,TUR,"Apr 11, 2020",0.39299999999999996
3740,Turkey,TUR,"Apr 12, 2020",0.424
3741,Turkey,TUR,"Apr 13, 2020",0.409
3742,Turkey,TUR,"Apr 14, 2020",0.392
3743,Turkey,TUR,"Apr 15, 2020",0.40399999999999997
3744,Turkey,TUR,"Apr 16, 2020",0.479
3745,Turkey,TUR,"Apr 17, 2020",0.47700000000000004
3746,Turkey,TUR,"Apr 18, 2020",0.48
3747,Turkey,TUR,"Apr 19, 2020",0.419
3748,Turkey,TUR,"Apr 20, 2020",0.47100000000000003
3749,Turkey,TUR,"Apr 21, 2020",0.46799999999999997
3750,Turkey,TUR,"Apr 22, 2020",0.445
3751,Turkey,TUR,"Apr 23, 2020",0.486
3752,Turkey,TUR,"Apr 24, 2020",0.455
3753,Turkey,TUR,"Apr 25, 2020",0.45399999999999996
3754,Turkey,TUR,"Apr 26, 2020",0.358
3755,Turkey,TUR,"Apr 27, 2020",0.239
3756,Turkey,TUR,"Apr 28, 2020",0.34700000000000003
3757,Turkey,TUR,"Apr 29, 2020",0.516
3758,Turkey,TUR,"Apr 30, 2020",0.498
3759,Turkey,TUR,"May 1, 2020",0.491
3760,Turkey,TUR,"May 4, 2020",0.424
3761,Turkey,TUR,"May 5, 2020",0.395
3762,Turkey,TUR,"May 6, 2020",0.359
3763,Turkey,TUR,"May 7, 2020",0.36
3764,Turkey,TUR,"May 8, 2020",0.39899999999999997
3765,Turkey,TUR,"May 9, 2020",0.42200000000000004
3766,Turkey,TUR,"May 10, 2020",0.429
3767,Turkey,TUR,"May 11, 2020",0.38799999999999996
3768,Turkey,TUR,"May 12, 2020",0.44299999999999995
3820,United Kingdom,GBR,"Jan 26, 2020",0.0
3821,United Kingdom,GBR,"Jan 27, 2020",0.0
3822,United Kingdom,GBR,"Jan 28, 2020",0.0
3823,United Kingdom,GBR,"Jan 29, 2020",0.0
3824,United Kingdom,GBR,"Jan 30, 2020",0.0
3825,United Kingdom,GBR,"Jan 31, 2020",0.0
3826,United Kingdom,GBR,"Feb 1, 2020",0.0
3827,United Kingdom,GBR,"Feb 2, 2020",0.001
3828,United Kingdom,GBR,"Feb 3, 2020",0.001
3829,United Kingdom,GBR,"Feb 4, 2020",0.001
3830,United Kingdom,GBR,"Feb 5, 2020",0.001
3831,United Kingdom,GBR,"Feb 6, 2020",0.001
3832,United Kingdom,GBR,"Feb 7, 2020",0.001
3833,United Kingdom,GBR,"Feb 8, 2020",0.001
3834,United Kingdom,GBR,"Feb 9, 2020",0.002
3835,United Kingdom,GBR,"Feb 10, 2020",0.005
3836,United Kingdom,GBR,"Feb 11, 2020",0.004
3837,United Kingdom,GBR,"Feb 12, 2020",0.006
3838,United Kingdom,GBR,"Feb 13, 2020",0.011000000000000001
3839,United Kingdom,GBR,"Feb 14, 2020",0.006999999999999999
3840,United Kingdom,GBR,"Feb 15, 2020",0.0
3841,United Kingdom,GBR,"Feb 16, 2020",0.002
3842,United Kingdom,GBR,"Feb 17, 2020",0.021
3843,United Kingdom,GBR,"Feb 18, 2020",0.006
3844,United Kingdom,GBR,"Feb 19, 2020",0.004
3845,United Kingdom,GBR,"Feb 20, 2020",0.005
3846,United Kingdom,GBR,"Feb 21, 2020",0.005
3847,United Kingdom,GBR,"Feb 22, 2020",0.004
3848,United Kingdom,GBR,"Feb 23, 2020",0.003
3849,United Kingdom,GBR,"Feb 24, 2020",0.003
3850,United Kingdom,GBR,"Feb 25, 2020",0.004
3851,United Kingdom,GBR,"Feb 26, 2020",0.005
3852,United Kingdom,GBR,"Feb 27, 2020",0.008
3853,United Kingdom,GBR,"Feb 28, 2020",0.019
3854,United Kingdom,GBR,"Feb 29, 2020",0.022000000000000002
3855,United Kingdom,GBR,"Mar 1, 2020",0.019
3856,United Kingdom,GBR,"Mar 2, 2020",0.026000000000000002
3857,United Kingdom,GBR,"Mar 3, 2020",0.006
3858,United Kingdom,GBR,"Mar 4, 2020",0.04
3859,United Kingdom,GBR,"Mar 5, 2020",0.021
3860,United Kingdom,GBR,"Mar 6, 2020",0.033
3861,United Kingdom,GBR,"Mar 7, 2020",0.017
3862,United Kingdom,GBR,"Mar 8, 2020",0.03
3863,United Kingdom,GBR,"Mar 9, 2020",0.021
3864,United Kingdom,GBR,"Mar 10, 2020",0.019
3865,United Kingdom,GBR,"Mar 11, 2020",0.018000000000000002
3866,United Kingdom,GBR,"Mar 12, 2020",0.034
3867,United Kingdom,GBR,"Mar 13, 2020",0.044000000000000004
3868,United Kingdom,GBR,"Mar 14, 2020",0.073
3869,United Kingdom,GBR,"Mar 15, 2020",0.037000000000000005
3870,United Kingdom,GBR,"Mar 16, 2020",0.055999999999999994
3871,United Kingdom,GBR,"Mar 17, 2020",0.09300000000000001
3872,United Kingdom,GBR,"Mar 18, 2020",0.085
3873,United Kingdom,GBR,"Mar 19, 2020",0.124
3874,United Kingdom,GBR,"Mar 20, 2020",0.035
3875,United Kingdom,GBR,"Mar 21, 2020",0.086
3876,United Kingdom,GBR,"Mar 22, 2020",0.081
3877,United Kingdom,GBR,"Mar 23, 2020",0.083
3878,United Kingdom,GBR,"Mar 24, 2020",0.096
3879,United Kingdom,GBR,"Mar 25, 2020",0.09699999999999999
3880,United Kingdom,GBR,"Mar 26, 2020",0.11599999999999999
3881,United Kingdom,GBR,"Mar 27, 2020",0.131
3882,United Kingdom,GBR,"Mar 28, 2020",0.10300000000000001
3883,United Kingdom,GBR,"Mar 29, 2020",0.10300000000000001
3884,United Kingdom,GBR,"Mar 30, 2020",0.106
3885,United Kingdom,GBR,"Mar 31, 2020",0.121
3886,United Kingdom,GBR,"Apr 1, 2020",0.14400000000000002
3887,United Kingdom,GBR,"Apr 2, 2020",0.15
3888,United Kingdom,GBR,"Apr 3, 2020",0.156
3889,United Kingdom,GBR,"Apr 4, 2020",0.139
3890,United Kingdom,GBR,"Apr 5, 2020",0.182
3891,United Kingdom,GBR,"Apr 6, 2020",0.196
3892,United Kingdom,GBR,"Apr 7, 2020",0.064
3893,United Kingdom,GBR,"Apr 8, 2020",0.191
3894,United Kingdom,GBR,"Apr 9, 2020",0.158
3895,United Kingdom,GBR,"Apr 10, 2020",0.19899999999999998
3896,United Kingdom,GBR,"Apr 11, 2020",0.191
3897,United Kingdom,GBR,"Apr 12, 2020",0.188
3898,United Kingdom,GBR,"Apr 13, 2020",0.158
3899,United Kingdom,GBR,"Apr 14, 2020",0.175
3900,United Kingdom,GBR,"Apr 15, 2020",0.165
3901,United Kingdom,GBR,"Apr 16, 2020",0.204
3902,United Kingdom,GBR,"Apr 17, 2020",0.205
3903,United Kingdom,GBR,"Apr 18, 2020",0.228
3904,United Kingdom,GBR,"Apr 19, 2020",0.235
3905,United Kingdom,GBR,"Apr 20, 2020",0.20800000000000002
3906,United Kingdom,GBR,"Apr 21, 2020",0.171
3907,United Kingdom,GBR,"Apr 22, 2020",0.19899999999999998
3908,United Kingdom,GBR,"Apr 23, 2020",0.215
3909,United Kingdom,GBR,"Apr 24, 2020",0.271
3910,United Kingdom,GBR,"Apr 25, 2020",0.34
3911,United Kingdom,GBR,"Apr 26, 2020",0.377
3912,United Kingdom,GBR,"Apr 27, 2020",0.38799999999999996
3913,United Kingdom,GBR,"Apr 28, 2020",0.436
3914,United Kingdom,GBR,"Apr 29, 2020",0.493
3915,United Kingdom,GBR,"Apr 30, 2020",0.804
3916,United Kingdom,GBR,"May 1, 2020",1.078
3917,United Kingdom,GBR,"May 2, 2020",0.938
3918,United Kingdom,GBR,"May 3, 2020",0.831
3919,United Kingdom,GBR,"May 4, 2020",0.927
