,Entity,Code,Year,doc
4040,Turkey,TUR,2001,1.399
4041,Turkey,TUR,2002,1.412
4042,Turkey,TUR,2003,1.43
4043,Turkey,TUR,2004,1.45
4044,Turkey,TUR,2005,1.486
4045,Turkey,TUR,2006,1.521
4046,Turkey,TUR,2007,1.5590000000000002
4047,Turkey,TUR,2008,1.609
4048,Turkey,TUR,2009,1.665
4049,Turkey,TUR,2010,1.7069999999999999
4050,Turkey,TUR,2011,1.714
4051,Turkey,TUR,2012,1.734
4052,Turkey,TUR,2013,1.755
4053,Turkey,TUR,2014,1.749
4123,United Arab Emirates,ARE,1970,0.909
4124,United Arab Emirates,ARE,1980,1.068
4125,United Arab Emirates,ARE,1984,0.953
4126,United Arab Emirates,ARE,2001,1.81
4127,United Arab Emirates,ARE,2005,1.55
4128,United Arab Emirates,ARE,2007,1.5330000000000001
4129,United Arab Emirates,ARE,2008,1.929
4130,United Arab Emirates,ARE,2009,1.558
4131,United Arab Emirates,ARE,2010,1.531
4132,United Arab Emirates,ARE,2014,1.558
4133,United Kingdom,GBR,1960,0.8
4134,United Kingdom,GBR,1961,0.9
4135,United Kingdom,GBR,1962,0.9
4136,United Kingdom,GBR,1963,0.9
4137,United Kingdom,GBR,1964,0.9
4138,United Kingdom,GBR,1965,0.9
4139,United Kingdom,GBR,1966,0.9
4140,United Kingdom,GBR,1967,0.9
4141,United Kingdom,GBR,1968,0.9
4142,United Kingdom,GBR,1969,0.9
4143,United Kingdom,GBR,1970,0.9
4144,United Kingdom,GBR,1971,1.0
4145,United Kingdom,GBR,1972,1.0
4146,United Kingdom,GBR,1973,1.1
4147,United Kingdom,GBR,1974,1.1
4148,United Kingdom,GBR,1975,1.1
4149,United Kingdom,GBR,1976,1.2
4150,United Kingdom,GBR,1977,1.2
4151,United Kingdom,GBR,1978,1.2
4152,United Kingdom,GBR,1979,1.3
4153,United Kingdom,GBR,1980,1.3
4154,United Kingdom,GBR,1981,1.3
4155,United Kingdom,GBR,1982,1.3
4156,United Kingdom,GBR,1983,1.4
4157,United Kingdom,GBR,1984,1.4
4158,United Kingdom,GBR,1985,1.4
4159,United Kingdom,GBR,1986,1.4
4160,United Kingdom,GBR,1987,1.5
4161,United Kingdom,GBR,1988,1.5
4162,United Kingdom,GBR,1989,1.5
4163,United Kingdom,GBR,1990,1.6
4164,United Kingdom,GBR,1991,1.6
4165,United Kingdom,GBR,1992,1.6
4166,United Kingdom,GBR,1993,1.7
4167,United Kingdom,GBR,1994,1.7
4168,United Kingdom,GBR,1995,1.7
4169,United Kingdom,GBR,1996,1.8
4170,United Kingdom,GBR,1997,2.294
4171,United Kingdom,GBR,1998,1.9
4172,United Kingdom,GBR,1999,1.9
4173,United Kingdom,GBR,2000,1.9
4174,United Kingdom,GBR,2001,2.0
4175,United Kingdom,GBR,2002,2.3
4176,United Kingdom,GBR,2003,2.2
4177,United Kingdom,GBR,2010,2.697
4178,United Kingdom,GBR,2011,2.745
4179,United Kingdom,GBR,2012,2.7569999999999997
4180,United Kingdom,GBR,2013,2.778
4181,United Kingdom,GBR,2014,2.806
4182,United Kingdom,GBR,2015,2.807
4183,United Kingdom,GBR,2016,2.825
4228,Uruguay,URY,1960,1.064
4229,Uruguay,URY,1965,1.136
4230,Uruguay,URY,1970,1.093
4231,Uruguay,URY,1975,1.111
4232,Uruguay,URY,1981,1.9969999999999999
4233,Uruguay,URY,1984,1.926
4234,Uruguay,URY,1985,1.9469999999999998
4235,Uruguay,URY,1990,3.68
4236,Uruguay,URY,1992,3.2260000000000004
4237,Uruguay,URY,1995,3.56
4238,Uruguay,URY,1996,3.7030000000000003
4239,Uruguay,URY,1999,3.745
4240,Uruguay,URY,2002,3.721
4241,Uruguay,URY,2007,4.181
4242,Uruguay,URY,2008,3.938
4243,Uruguay,URY,2010,3.736
4302,Vietnam,VNM,1980,0.24100000000000002
4303,Vietnam,VNM,1981,0.247
4304,Vietnam,VNM,1986,1.056
4305,Vietnam,VNM,1989,0.391
4306,Vietnam,VNM,1990,0.40399999999999997
4307,Vietnam,VNM,1991,0.40700000000000003
4308,Vietnam,VNM,1992,0.43700000000000006
4309,Vietnam,VNM,1997,0.569
4310,Vietnam,VNM,1998,0.48
4311,Vietnam,VNM,1999,0.515
4312,Vietnam,VNM,2001,0.522
4313,Vietnam,VNM,2002,0.5489999999999999
4314,Vietnam,VNM,2005,0.611
4315,Vietnam,VNM,2006,0.621
4316,Vietnam,VNM,2007,0.639
4317,Vietnam,VNM,2008,0.662
4318,Vietnam,VNM,2009,0.695
4319,Vietnam,VNM,2010,0.695
4320,Vietnam,VNM,2011,1.1520000000000001
4321,Vietnam,VNM,2012,0.816
4322,Vietnam,VNM,2013,1.18
4323,Vietnam,VNM,2014,0.777
4324,Vietnam,VNM,2015,0.79
4325,Vietnam,VNM,2016,0.821
