,Entity,Code,Year,doc
50,Algeria,DZA,1960,0.17300000000000001
51,Algeria,DZA,1965,0.11599999999999999
52,Algeria,DZA,1970,0.12300000000000001
53,Algeria,DZA,1979,0.38
54,Algeria,DZA,1984,0.42700000000000005
55,Algeria,DZA,1988,0.429
56,Algeria,DZA,1990,0.9420000000000001
57,Algeria,DZA,1993,0.821
58,Algeria,DZA,1995,0.846
59,Algeria,DZA,1998,1.0
60,Algeria,DZA,2002,1.1059999999999999
61,Algeria,DZA,2005,1.021
62,Algeria,DZA,2007,1.192
63,Algeria,DZA,2010,1.207
97,Argentina,ARG,1960,1.351
98,Argentina,ARG,1965,1.6669999999999998
99,Argentina,ARG,1970,1.892
100,Argentina,ARG,1975,1.869
101,Argentina,ARG,1984,2.6830000000000003
102,Argentina,ARG,1985,2.705
103,Argentina,ARG,1986,2.984
104,Argentina,ARG,1988,3.032
105,Argentina,ARG,1990,2.68
106,Argentina,ARG,1992,2.639
107,Argentina,ARG,1995,2.68
108,Argentina,ARG,1998,3.002
109,Argentina,ARG,2001,3.2310000000000003
110,Argentina,ARG,2004,3.1660000000000004
111,Argentina,ARG,2005,3.21
112,Argentina,ARG,2010,3.21
113,Argentina,ARG,2013,3.907
146,Australia,AUS,1961,1.1
147,Australia,AUS,1966,1.2
148,Australia,AUS,1971,1.2
149,Australia,AUS,1976,1.5
150,Australia,AUS,1981,1.8
151,Australia,AUS,1984,1.8
152,Australia,AUS,1985,1.9
153,Australia,AUS,1986,2.0
154,Australia,AUS,1987,2.1
155,Australia,AUS,1988,2.1
156,Australia,AUS,1989,2.1
157,Australia,AUS,1990,2.2
158,Australia,AUS,1991,2.3
159,Australia,AUS,1992,2.4
160,Australia,AUS,1993,2.4
161,Australia,AUS,1994,2.4
162,Australia,AUS,1995,2.4
163,Australia,AUS,1996,2.513
164,Australia,AUS,1997,2.4
165,Australia,AUS,1998,2.4
166,Australia,AUS,1999,2.4
167,Australia,AUS,2000,2.5
168,Australia,AUS,2001,2.479
169,Australia,AUS,2002,2.5
170,Australia,AUS,2006,2.6719999999999997
171,Australia,AUS,2009,2.885
172,Australia,AUS,2011,3.287
173,Australia,AUS,2012,3.285
174,Australia,AUS,2013,3.3710000000000004
175,Australia,AUS,2014,3.44
176,Australia,AUS,2015,3.4960000000000004
177,Austria,AUT,1960,1.2
178,Austria,AUT,1961,1.4
179,Austria,AUT,1962,1.4
180,Austria,AUT,1963,1.4
181,Austria,AUT,1964,1.4
182,Austria,AUT,1965,1.4
183,Austria,AUT,1966,1.4
184,Austria,AUT,1967,1.4
185,Austria,AUT,1968,1.4
186,Austria,AUT,1969,1.4
187,Austria,AUT,1970,1.4
188,Austria,AUT,1971,1.4
189,Austria,AUT,1972,1.4
190,Austria,AUT,1973,1.4
191,Austria,AUT,1974,1.4
192,Austria,AUT,1975,1.5
193,Austria,AUT,1976,1.5
194,Austria,AUT,1977,1.5
195,Austria,AUT,1978,1.5
196,Austria,AUT,1979,1.6
197,Austria,AUT,1980,1.6
198,Austria,AUT,1981,1.7
199,Austria,AUT,1982,1.7
200,Austria,AUT,1983,1.8
201,Austria,AUT,1984,1.8
202,Austria,AUT,1985,1.9
203,Austria,AUT,1986,1.9
204,Austria,AUT,1987,2.0
205,Austria,AUT,1988,2.1
206,Austria,AUT,1989,2.2
207,Austria,AUT,1990,2.2
208,Austria,AUT,1991,2.3
209,Austria,AUT,1992,2.4
210,Austria,AUT,1993,2.5
211,Austria,AUT,1994,2.6
212,Austria,AUT,1995,2.7
213,Austria,AUT,1996,2.8
214,Austria,AUT,1997,2.9
215,Austria,AUT,1998,3.1
216,Austria,AUT,1999,3.1
217,Austria,AUT,2000,3.2
218,Austria,AUT,2001,3.3
219,Austria,AUT,2002,3.3
220,Austria,AUT,2003,3.378
221,Austria,AUT,2006,3.66
222,Austria,AUT,2007,3.7939999999999996
223,Austria,AUT,2010,4.779
224,Austria,AUT,2011,4.824
225,Austria,AUT,2012,4.881
226,Austria,AUT,2013,4.984
227,Austria,AUT,2014,5.064
228,Austria,AUT,2015,5.15
229,Austria,AUT,2016,5.23
291,Bangladesh,BGD,1965,0.12300000000000001
292,Bangladesh,BGD,1970,0.11900000000000001
293,Bangladesh,BGD,1980,0.12
294,Bangladesh,BGD,1985,0.154
295,Bangladesh,BGD,1986,0.14400000000000002
296,Bangladesh,BGD,1990,0.177
297,Bangladesh,BGD,1991,0.188
298,Bangladesh,BGD,1995,0.201
299,Bangladesh,BGD,1997,0.2
300,Bangladesh,BGD,2001,0.243
301,Bangladesh,BGD,2003,0.264
302,Bangladesh,BGD,2004,0.273
303,Bangladesh,BGD,2005,0.3
304,Bangladesh,BGD,2006,0.308
305,Bangladesh,BGD,2007,0.32
306,Bangladesh,BGD,2008,0.33299999999999996
307,Bangladesh,BGD,2009,0.345
308,Bangladesh,BGD,2010,0.354
309,Bangladesh,BGD,2011,0.374
310,Bangladesh,BGD,2012,0.389
311,Bangladesh,BGD,2014,0.475
312,Bangladesh,BGD,2015,0.47200000000000003
324,Belarus,BLR,1980,2.9619999999999997
325,Belarus,BLR,1985,3.3289999999999997
326,Belarus,BLR,1986,3.375
327,Belarus,BLR,1987,3.445
328,Belarus,BLR,1988,3.512
329,Belarus,BLR,1989,3.576
330,Belarus,BLR,1990,3.56
331,Belarus,BLR,1991,3.576
332,Belarus,BLR,1992,3.638
333,Belarus,BLR,1993,4.0760000000000005
334,Belarus,BLR,1994,4.1419999999999995
335,Belarus,BLR,1995,4.155
336,Belarus,BLR,1996,4.2860000000000005
337,Belarus,BLR,1997,4.365
338,Belarus,BLR,1998,4.431
339,Belarus,BLR,1999,4.551
340,Belarus,BLR,2000,4.579
341,Belarus,BLR,2001,4.497
342,Belarus,BLR,2002,4.526
343,Belarus,BLR,2003,4.55
344,Belarus,BLR,2004,4.622
345,Belarus,BLR,2005,4.68
346,Belarus,BLR,2006,4.78
347,Belarus,BLR,2007,4.869
348,Belarus,BLR,2008,4.98
349,Belarus,BLR,2009,3.702
350,Belarus,BLR,2010,3.511
351,Belarus,BLR,2011,3.7880000000000003
352,Belarus,BLR,2012,3.873
353,Belarus,BLR,2013,3.925
354,Belarus,BLR,2014,4.07
355,Belgium,BEL,1960,1.3
356,Belgium,BEL,1961,1.3
357,Belgium,BEL,1962,1.4
358,Belgium,BEL,1963,1.4
359,Belgium,BEL,1964,1.4
360,Belgium,BEL,1965,1.5
361,Belgium,BEL,1966,1.5
362,Belgium,BEL,1967,1.5
363,Belgium,BEL,1968,1.6
364,Belgium,BEL,1969,1.6
365,Belgium,BEL,1971,1.5
366,Belgium,BEL,1972,1.6
367,Belgium,BEL,1973,1.7
368,Belgium,BEL,1974,1.8
369,Belgium,BEL,1975,1.9
370,Belgium,BEL,1976,1.9
371,Belgium,BEL,1977,2.0
372,Belgium,BEL,1978,2.1
373,Belgium,BEL,1979,2.2
374,Belgium,BEL,1980,2.3
375,Belgium,BEL,1981,2.4
376,Belgium,BEL,1982,2.5
377,Belgium,BEL,1983,2.8
378,Belgium,BEL,1984,2.7
379,Belgium,BEL,1985,2.8
380,Belgium,BEL,1986,2.9
381,Belgium,BEL,1987,3.0
382,Belgium,BEL,1988,3.1
383,Belgium,BEL,1989,3.2
384,Belgium,BEL,1990,3.3
385,Belgium,BEL,1991,3.3
386,Belgium,BEL,1992,3.4
387,Belgium,BEL,1993,3.4
388,Belgium,BEL,1994,3.5
389,Belgium,BEL,1995,3.5
390,Belgium,BEL,1996,3.6
391,Belgium,BEL,1997,3.7
392,Belgium,BEL,1998,3.7
393,Belgium,BEL,1999,3.8
394,Belgium,BEL,2000,3.9
395,Belgium,BEL,2001,3.9
396,Belgium,BEL,2002,3.9
397,Belgium,BEL,2005,2.045
398,Belgium,BEL,2006,2.093
399,Belgium,BEL,2010,2.911
400,Belgium,BEL,2011,2.924
401,Belgium,BEL,2012,2.9410000000000003
402,Belgium,BEL,2013,2.9589999999999996
403,Belgium,BEL,2014,2.971
404,Belgium,BEL,2015,3.011
515,Brazil,BRA,1960,0.374
516,Brazil,BRA,1965,0.4
517,Brazil,BRA,1970,0.49200000000000005
518,Brazil,BRA,1975,0.624
519,Brazil,BRA,1981,0.767
520,Brazil,BRA,1984,0.927
521,Brazil,BRA,1985,1.4669999999999999
522,Brazil,BRA,1988,1.185
523,Brazil,BRA,1990,1.0759999999999998
524,Brazil,BRA,1991,0.998
525,Brazil,BRA,1992,1.1320000000000001
526,Brazil,BRA,1993,1.16
527,Brazil,BRA,1994,1.189
528,Brazil,BRA,1995,1.219
529,Brazil,BRA,1996,1.25
530,Brazil,BRA,1997,1.286
531,Brazil,BRA,1998,1.27
532,Brazil,BRA,1999,1.367
533,Brazil,BRA,2000,1.127
534,Brazil,BRA,2001,1.38
535,Brazil,BRA,2002,1.406
536,Brazil,BRA,2003,1.46
537,Brazil,BRA,2004,1.569
538,Brazil,BRA,2005,1.645
539,Brazil,BRA,2006,1.6780000000000002
540,Brazil,BRA,2007,1.7069999999999999
541,Brazil,BRA,2008,1.755
542,Brazil,BRA,2009,1.791
543,Brazil,BRA,2010,1.787
544,Brazil,BRA,2011,1.821
545,Brazil,BRA,2013,1.8519999999999999
546,Brunei,BRN,1960,0.146
547,Brunei,BRN,1970,0.3
548,Brunei,BRN,1980,0.435
549,Brunei,BRN,1981,0.48700000000000004
550,Brunei,BRN,1984,0.534
551,Brunei,BRN,1991,0.746
552,Brunei,BRN,1996,0.848
553,Brunei,BRN,2000,1.016
554,Brunei,BRN,2002,1.165
555,Brunei,BRN,2004,1.3019999999999998
556,Brunei,BRN,2005,1.078
557,Brunei,BRN,2006,1.084
558,Brunei,BRN,2007,1.05
559,Brunei,BRN,2008,1.4809999999999999
560,Brunei,BRN,2009,1.15
561,Brunei,BRN,2010,1.431
562,Brunei,BRN,2011,1.5219999999999998
563,Brunei,BRN,2012,1.47
564,Brunei,BRN,2015,1.746
637,Cambodia,KHM,1960,0.027999999999999997
638,Cambodia,KHM,1965,0.045
639,Cambodia,KHM,1970,0.062
640,Cambodia,KHM,1983,0.057999999999999996
641,Cambodia,KHM,1992,0.107
642,Cambodia,KHM,1993,0.10400000000000001
643,Cambodia,KHM,1994,0.105
644,Cambodia,KHM,1996,0.113
645,Cambodia,KHM,1998,0.147
646,Cambodia,KHM,1999,0.29600000000000004
647,Cambodia,KHM,2000,0.168
648,Cambodia,KHM,2008,0.244
649,Cambodia,KHM,2009,0.237
650,Cambodia,KHM,2010,0.22899999999999998
651,Cambodia,KHM,2011,0.226
652,Cambodia,KHM,2012,0.165
653,Cambodia,KHM,2013,0.168
654,Cambodia,KHM,2014,0.14300000000000002
670,Canada,CAN,1961,1.1
671,Canada,CAN,1962,1.2
672,Canada,CAN,1963,1.3
673,Canada,CAN,1964,1.3
674,Canada,CAN,1965,1.3
675,Canada,CAN,1966,1.3
676,Canada,CAN,1967,1.3
677,Canada,CAN,1968,1.3
678,Canada,CAN,1969,1.4
679,Canada,CAN,1970,1.4
680,Canada,CAN,1971,1.5
681,Canada,CAN,1972,1.6
682,Canada,CAN,1973,1.6
683,Canada,CAN,1974,1.6
684,Canada,CAN,1975,1.7
685,Canada,CAN,1976,1.7
686,Canada,CAN,1977,1.7
687,Canada,CAN,1978,1.8
688,Canada,CAN,1979,1.8
689,Canada,CAN,1980,1.8
690,Canada,CAN,1981,1.8
691,Canada,CAN,1982,1.9
692,Canada,CAN,1983,1.9
693,Canada,CAN,1984,1.9
694,Canada,CAN,1985,2.0
695,Canada,CAN,1986,2.0
696,Canada,CAN,1987,2.1
697,Canada,CAN,1988,2.1
698,Canada,CAN,1989,2.1
699,Canada,CAN,1990,2.1
700,Canada,CAN,1991,2.1
701,Canada,CAN,1992,2.1
702,Canada,CAN,1993,2.2
703,Canada,CAN,1994,2.1
704,Canada,CAN,1995,2.1
705,Canada,CAN,1996,2.1
706,Canada,CAN,1997,2.1
707,Canada,CAN,1998,1.8630000000000002
708,Canada,CAN,1999,2.1
709,Canada,CAN,2001,1.889
710,Canada,CAN,2002,1.899
711,Canada,CAN,2004,1.899
712,Canada,CAN,2006,1.911
713,Canada,CAN,2008,1.9609999999999999
714,Canada,CAN,2010,2.041
715,Canada,CAN,2013,2.4530000000000003
716,Canada,CAN,2014,2.497
717,Canada,CAN,2015,2.539
774,Chile,CHL,1960,0.5589999999999999
775,Chile,CHL,1965,0.473
776,Chile,CHL,1970,0.46299999999999997
777,Chile,CHL,1979,0.516
778,Chile,CHL,1984,0.8170000000000001
779,Chile,CHL,1990,1.1
780,Chile,CHL,1991,1.0659999999999998
781,Chile,CHL,1992,1.006
782,Chile,CHL,1994,1.103
783,Chile,CHL,1995,1.08
784,Chile,CHL,1998,1.153
785,Chile,CHL,2002,0.9
786,Chile,CHL,2003,0.9540000000000001
787,Chile,CHL,2004,0.991
788,Chile,CHL,2005,0.986
789,Chile,CHL,2006,1.045
790,Chile,CHL,2007,1.041
791,Chile,CHL,2008,1.043
792,Chile,CHL,2009,1.033
793,China,CHN,1965,1.07
794,China,CHN,1966,0.96
795,China,CHN,1967,0.94
796,China,CHN,1968,0.91
797,China,CHN,1969,0.88
798,China,CHN,1970,0.86
799,China,CHN,1971,0.85
800,China,CHN,1972,0.86
801,China,CHN,1973,0.89
802,China,CHN,1974,0.92
803,China,CHN,1975,0.96
804,China,CHN,1976,1.0
805,China,CHN,1977,1.03
806,China,CHN,1978,1.08
807,China,CHN,1979,1.12
808,China,CHN,1980,1.18
809,China,CHN,1981,1.25
810,China,CHN,1982,1.3
811,China,CHN,1983,1.32
812,China,CHN,1984,1.33
813,China,CHN,1985,1.34
814,China,CHN,1986,1.35
815,China,CHN,1987,1.37
816,China,CHN,1988,1.47
817,China,CHN,1989,1.54
818,China,CHN,1990,1.123
819,China,CHN,1991,1.55
820,China,CHN,1992,1.55
821,China,CHN,1993,1.55
822,China,CHN,1994,1.58
823,China,CHN,1995,1.179
824,China,CHN,1996,1.185
825,China,CHN,1997,1.2
826,China,CHN,1998,1.199
827,China,CHN,1999,1.23
828,China,CHN,2000,1.255
829,China,CHN,2001,1.055
830,China,CHN,2002,1.133
831,China,CHN,2009,1.421
832,China,CHN,2010,1.462
833,China,CHN,2011,1.5
834,China,CHN,2012,1.569
835,China,CHN,2013,1.6680000000000001
836,China,CHN,2014,1.724
837,China,CHN,2015,1.8119999999999998
838,Colombia,COL,1960,0.354
839,Colombia,COL,1965,0.377
840,Colombia,COL,1970,0.42
841,Colombia,COL,1977,0.478
842,Colombia,COL,1984,0.758
843,Colombia,COL,1986,0.8079999999999999
844,Colombia,COL,1988,0.873
845,Colombia,COL,1990,0.98
846,Colombia,COL,1991,1.026
847,Colombia,COL,1992,1.07
848,Colombia,COL,1993,1.112
849,Colombia,COL,1994,1.14
850,Colombia,COL,1996,1.199
851,Colombia,COL,1997,1.2329999999999999
852,Colombia,COL,1998,1.268
853,Colombia,COL,1999,1.3
854,Colombia,COL,2002,1.413
855,Colombia,COL,2005,1.4509999999999998
856,Colombia,COL,2006,1.474
857,Colombia,COL,2007,1.4969999999999999
858,Colombia,COL,2008,1.521
859,Colombia,COL,2009,1.544
860,Colombia,COL,2010,1.568
861,Colombia,COL,2011,1.669
862,Colombia,COL,2012,1.713
863,Colombia,COL,2013,1.766
864,Colombia,COL,2014,1.821
885,Costa Rica,CRI,1960,0.391
886,Costa Rica,CRI,1965,0.517
887,Costa Rica,CRI,1970,0.614
888,Costa Rica,CRI,1979,0.679
889,Costa Rica,CRI,1984,0.99
890,Costa Rica,CRI,1987,0.968
891,Costa Rica,CRI,1988,0.8809999999999999
892,Costa Rica,CRI,1990,1.26
893,Costa Rica,CRI,1993,0.883
894,Costa Rica,CRI,1994,0.845
895,Costa Rica,CRI,1995,0.8540000000000001
896,Costa Rica,CRI,1996,0.8640000000000001
897,Costa Rica,CRI,1997,0.872
898,Costa Rica,CRI,1998,0.9009999999999999
899,Costa Rica,CRI,1999,1.719
900,Costa Rica,CRI,2000,1.3259999999999998
901,Costa Rica,CRI,2013,1.15
912,Croatia,HRV,1980,1.673
913,Croatia,HRV,1981,1.7380000000000002
914,Croatia,HRV,1982,1.808
915,Croatia,HRV,1983,1.858
916,Croatia,HRV,1984,1.88
917,Croatia,HRV,1985,1.944
918,Croatia,HRV,1986,2.016
919,Croatia,HRV,1987,2.066
920,Croatia,HRV,1988,2.093
921,Croatia,HRV,1989,2.134
922,Croatia,HRV,1990,2.125
923,Croatia,HRV,1991,1.954
924,Croatia,HRV,1992,1.996
925,Croatia,HRV,1993,1.976
926,Croatia,HRV,1994,1.962
927,Croatia,HRV,1995,1.969
928,Croatia,HRV,1996,2.06
929,Croatia,HRV,1997,2.055
930,Croatia,HRV,1998,1.915
931,Croatia,HRV,1999,1.806
932,Croatia,HRV,2000,2.383
933,Croatia,HRV,2001,2.374
934,Croatia,HRV,2002,2.4
935,Croatia,HRV,2003,2.444
936,Croatia,HRV,2004,2.4
937,Croatia,HRV,2005,2.5
938,Croatia,HRV,2006,2.47
939,Croatia,HRV,2007,2.59
940,Croatia,HRV,2008,2.661
941,Croatia,HRV,2010,2.8510000000000004
942,Croatia,HRV,2011,2.903
943,Croatia,HRV,2012,2.9789999999999996
944,Croatia,HRV,2013,3.0210000000000004
945,Croatia,HRV,2014,3.1260000000000003
995,Czech Republic,CZE,1970,1.8
996,Czech Republic,CZE,1971,1.9
997,Czech Republic,CZE,1972,1.9
998,Czech Republic,CZE,1973,1.9
999,Czech Republic,CZE,1974,2.0
1000,Czech Republic,CZE,1975,2.0
1001,Czech Republic,CZE,1976,2.1
1002,Czech Republic,CZE,1977,2.1
1003,Czech Republic,CZE,1978,2.1
1004,Czech Republic,CZE,1979,2.2
1005,Czech Republic,CZE,1980,2.3
1006,Czech Republic,CZE,1981,2.3
1007,Czech Republic,CZE,1982,2.4
1008,Czech Republic,CZE,1983,2.5
1009,Czech Republic,CZE,1984,2.5
1010,Czech Republic,CZE,1985,2.6
1011,Czech Republic,CZE,1986,2.6
1012,Czech Republic,CZE,1987,2.6
1013,Czech Republic,CZE,1988,2.7
1014,Czech Republic,CZE,1989,2.7
1015,Czech Republic,CZE,1990,2.7
1016,Czech Republic,CZE,1991,2.7
1017,Czech Republic,CZE,1992,2.7
1018,Czech Republic,CZE,1993,2.9
1019,Czech Republic,CZE,1994,2.9
1020,Czech Republic,CZE,1995,3.0
1021,Czech Republic,CZE,1996,3.0
1022,Czech Republic,CZE,1997,3.1
1023,Czech Republic,CZE,1998,3.0
1024,Czech Republic,CZE,1999,3.1
1025,Czech Republic,CZE,2000,3.4
1026,Czech Republic,CZE,2001,3.4
1027,Czech Republic,CZE,2002,3.5
1028,Czech Republic,CZE,2003,3.513
1029,Czech Republic,CZE,2006,3.58
1030,Czech Republic,CZE,2007,3.61
1031,Czech Republic,CZE,2008,3.625
1032,Czech Republic,CZE,2010,3.585
1033,Czech Republic,CZE,2011,3.6239999999999997
1034,Czech Republic,CZE,2012,3.6630000000000003
1035,Czech Republic,CZE,2013,3.677
1046,Denmark,DNK,1980,1.8
1047,Denmark,DNK,1981,1.8
1048,Denmark,DNK,1982,2.0
1049,Denmark,DNK,1983,2.1
1050,Denmark,DNK,1984,2.3
1051,Denmark,DNK,1985,2.3
1052,Denmark,DNK,1986,2.3
1053,Denmark,DNK,1987,2.3
1054,Denmark,DNK,1988,2.4
1055,Denmark,DNK,1989,2.5
1056,Denmark,DNK,1990,2.5
1057,Denmark,DNK,1991,2.4
1058,Denmark,DNK,1992,2.6
1059,Denmark,DNK,1993,2.6
1060,Denmark,DNK,1994,2.898
1061,Denmark,DNK,1995,2.903
1062,Denmark,DNK,1996,2.6
1063,Denmark,DNK,1997,2.9160000000000004
1064,Denmark,DNK,1998,2.8
1065,Denmark,DNK,2001,3.66
1066,Denmark,DNK,2002,2.925
1067,Denmark,DNK,2003,3.0010000000000003
1068,Denmark,DNK,2004,3.045
1069,Denmark,DNK,2005,3.202
1070,Denmark,DNK,2006,3.1630000000000003
1071,Denmark,DNK,2007,3.4189999999999996
1072,Denmark,DNK,2008,3.395
1073,Denmark,DNK,2009,3.403
1074,Denmark,DNK,2010,3.582
1075,Denmark,DNK,2011,3.622
1076,Denmark,DNK,2012,3.6519999999999997
1077,Denmark,DNK,2013,3.648
1078,Denmark,DNK,2014,3.655
1125,Ecuador,ECU,1960,0.396
1126,Ecuador,ECU,1965,0.335
1127,Ecuador,ECU,1970,0.348
1128,Ecuador,ECU,1975,0.35100000000000003
1129,Ecuador,ECU,1977,0.637
1130,Ecuador,ECU,1984,1.244
1131,Ecuador,ECU,1990,0.958
1132,Ecuador,ECU,1991,1.167
1133,Ecuador,ECU,1992,1.2009999999999998
1134,Ecuador,ECU,1993,1.109
1135,Ecuador,ECU,1994,1.275
1136,Ecuador,ECU,1995,1.247
1137,Ecuador,ECU,1996,1.317
1138,Ecuador,ECU,1997,1.33
1139,Ecuador,ECU,1998,1.317
1140,Ecuador,ECU,1999,1.3769999999999998
1141,Ecuador,ECU,2000,1.452
1142,Ecuador,ECU,2001,1.551
1143,Ecuador,ECU,2002,1.575
1144,Ecuador,ECU,2003,1.506
1145,Ecuador,ECU,2009,1.607
1146,Ecuador,ECU,2010,1.6869999999999998
1147,Ecuador,ECU,2011,1.665
1148,Egypt,EGY,1960,0.391
1149,Egypt,EGY,1965,0.435
1150,Egypt,EGY,1970,0.527
1151,Egypt,EGY,1975,0.536
1152,Egypt,EGY,1980,1.065
1153,Egypt,EGY,1981,1.364
1154,Egypt,EGY,1982,1.365
1155,Egypt,EGY,1986,1.304
1156,Egypt,EGY,1990,0.76
1157,Egypt,EGY,1994,1.84
1158,Egypt,EGY,1996,2.02
1159,Egypt,EGY,1997,1.6
1160,Egypt,EGY,2000,2.1180000000000003
1161,Egypt,EGY,2003,0.5329999999999999
1162,Egypt,EGY,2005,2.401
1163,Egypt,EGY,2007,2.6039999999999996
1164,Egypt,EGY,2009,2.804
1165,Egypt,EGY,2010,2.83
1166,Egypt,EGY,2014,0.8140000000000001
1194,Estonia,EST,1980,2.938
1195,Estonia,EST,1985,3.35
1196,Estonia,EST,1986,3.408
1197,Estonia,EST,1987,3.484
1198,Estonia,EST,1988,3.485
1199,Estonia,EST,1989,3.49
1200,Estonia,EST,1990,3.5039999999999996
1201,Estonia,EST,1991,3.536
1202,Estonia,EST,1992,3.264
1203,Estonia,EST,1993,3.207
1204,Estonia,EST,1994,3.2
1205,Estonia,EST,1995,3.1910000000000003
1206,Estonia,EST,1996,3.148
1207,Estonia,EST,1997,3.114
1208,Estonia,EST,1998,3.11
1209,Estonia,EST,1999,3.2060000000000004
1210,Estonia,EST,2000,4.373
1211,Estonia,EST,2001,3.16
1212,Estonia,EST,2006,3.33
1213,Estonia,EST,2008,3.409
1214,Estonia,EST,2010,3.242
1215,Estonia,EST,2011,3.292
1216,Estonia,EST,2012,3.28
1217,Estonia,EST,2013,3.2769999999999997
1218,Estonia,EST,2014,3.3160000000000003
1219,Estonia,EST,2015,3.43
1275,Finland,FIN,1990,2.0
1276,Finland,FIN,1991,2.0
1277,Finland,FIN,1992,2.1
1278,Finland,FIN,1993,2.1
1279,Finland,FIN,1994,2.2
1280,Finland,FIN,1995,2.2
1281,Finland,FIN,1996,2.3
1282,Finland,FIN,1997,2.4
1283,Finland,FIN,1998,2.4
1284,Finland,FIN,1999,2.5
1285,Finland,FIN,2000,2.6
1286,Finland,FIN,2001,2.6
1287,Finland,FIN,2002,3.162
1288,Finland,FIN,2003,2.6
1289,Finland,FIN,2006,3.3
1290,Finland,FIN,2007,3.319
1291,Finland,FIN,2008,2.735
1292,Finland,FIN,2009,2.8810000000000002
1293,Finland,FIN,2010,2.986
1294,Finland,FIN,2011,2.9819999999999998
1295,Finland,FIN,2012,3.063
1296,Finland,FIN,2013,3.139
1297,Finland,FIN,2014,3.196
1301,France,FRA,1970,1.2
1302,France,FRA,1971,1.3
1303,France,FRA,1972,1.3
1304,France,FRA,1973,1.4
1305,France,FRA,1974,1.4
1306,France,FRA,1975,1.5
1307,France,FRA,1976,1.5
1308,France,FRA,1977,1.6
1309,France,FRA,1978,1.7
1310,France,FRA,1979,1.8
1311,France,FRA,1980,1.9
1312,France,FRA,1981,2.0
1313,France,FRA,1982,2.1
1314,France,FRA,1983,2.1
1315,France,FRA,1984,2.5
1316,France,FRA,1985,2.7
1317,France,FRA,1986,2.8
1318,France,FRA,1987,2.8
1319,France,FRA,1988,2.9
1320,France,FRA,1989,3.0
1321,France,FRA,1990,3.1
1322,France,FRA,1991,3.0669999999999997
1323,France,FRA,1996,3.225
1324,France,FRA,2007,3.674
1325,France,FRA,2011,3.16
1326,France,FRA,2012,3.175
1327,France,FRA,2013,3.187
1328,France,FRA,2014,3.215
1329,France,FRA,2015,3.227
1330,France,FRA,2016,3.238
1346,Gambia,GMB,1960,0.043
1347,Gambia,GMB,1970,0.040999999999999995
1348,Gambia,GMB,1975,0.04
1349,Gambia,GMB,1985,0.081
1350,Gambia,GMB,1993,0.016
1351,Gambia,GMB,1997,0.035
1352,Gambia,GMB,2003,0.11599999999999999
1353,Gambia,GMB,2004,0.11900000000000001
1354,Gambia,GMB,2005,0.115
1355,Gambia,GMB,2006,0.11800000000000001
1356,Gambia,GMB,2007,0.10300000000000001
1357,Gambia,GMB,2008,0.11
1358,Gambia,GMB,2010,0.038
1359,Gambia,GMB,2015,0.107
1360,Georgia,GEO,1970,3.2
1361,Georgia,GEO,1971,3.3
1362,Georgia,GEO,1972,3.32
1363,Georgia,GEO,1973,3.4
1364,Georgia,GEO,1974,3.475
1365,Georgia,GEO,1975,3.63
1366,Georgia,GEO,1976,3.72
1367,Georgia,GEO,1977,3.81
1368,Georgia,GEO,1978,3.95
1369,Georgia,GEO,1979,4.0
1370,Georgia,GEO,1980,4.123
1371,Georgia,GEO,1981,4.212
1372,Georgia,GEO,1982,4.319
1373,Georgia,GEO,1983,4.333
1374,Georgia,GEO,1984,4.471
1375,Georgia,GEO,1985,4.611000000000001
1376,Georgia,GEO,1986,4.699
1377,Georgia,GEO,1987,4.808
1378,Georgia,GEO,1988,4.868
1379,Georgia,GEO,1989,4.971
1380,Georgia,GEO,1990,4.926
1381,Georgia,GEO,1991,4.898
1382,Georgia,GEO,1992,4.726
1383,Georgia,GEO,1993,5.003
1384,Georgia,GEO,1994,4.899
1385,Georgia,GEO,1995,4.792
1386,Georgia,GEO,1996,4.457
1387,Georgia,GEO,1997,5.192
1388,Georgia,GEO,1998,5.042
1389,Georgia,GEO,1999,3.7680000000000002
1390,Georgia,GEO,2000,4.731
1391,Georgia,GEO,2001,4.295
1392,Georgia,GEO,2002,3.907
1393,Georgia,GEO,2003,4.0889999999999995
1394,Georgia,GEO,2006,4.65
1395,Georgia,GEO,2007,4.538
1396,Georgia,GEO,2008,4.663
1397,Georgia,GEO,2009,4.794
1398,Georgia,GEO,2010,4.289
1399,Georgia,GEO,2011,4.377
1400,Georgia,GEO,2012,4.406000000000001
1401,Georgia,GEO,2013,4.477
1402,Georgia,GEO,2014,4.776
1403,Germany,DEU,1991,2.8
1404,Germany,DEU,1992,2.8
1405,Germany,DEU,1993,2.9
1406,Germany,DEU,1994,3.0
1407,Germany,DEU,1995,3.1
1408,Germany,DEU,1996,3.1
1409,Germany,DEU,1997,3.1
1410,Germany,DEU,1998,3.2
1411,Germany,DEU,1999,3.2
1412,Germany,DEU,2000,3.3
1413,Germany,DEU,2001,3.3
1414,Germany,DEU,2002,3.3
1415,Germany,DEU,2003,3.3689999999999998
1416,Germany,DEU,2006,3.44
1417,Germany,DEU,2007,3.483
1418,Germany,DEU,2008,3.531
1419,Germany,DEU,2010,3.775
1420,Germany,DEU,2011,3.87
1421,Germany,DEU,2012,3.944
1422,Germany,DEU,2013,4.039
1423,Germany,DEU,2014,4.125
